id,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am
4973,fctype4973,16,98,2958,30,1053,245
4974,fctype4974,7,94,2951,0,1082,231
4975,fctype4975,3,294,2951,30,1110,211
4976,fctype4976,6,286,2954,42,1138,203
4977,fctype4977,6,279,2957,67,1167,204
4978,fctype4978,3,261,2960,85,1195,212
4979,fctype4979,2,166,2960,108,1224,221
4980,fctype4980,2,151,2959,127,1253,222
4981,fctype4981,2,135,2958,150,1282,222
4982,fctype4982,3,66,2958,175,1310,222
4983,fctype4983,5,41,2956,201,1339,221
4984,fctype4984,6,24,2955,228,1368,217
4985,fctype4985,7,16,2954,256,1397,214
4986,fctype4986,8,18,2953,277,1426,214
4987,fctype4987,9,35,2951,297,1455,219
4988,fctype4988,10,49,2947,295,1484,224
4989,fctype4989,8,45,2942,283,1513,223
4990,fctype4990,6,355,2940,268,1543,211
4991,fctype4991,8,308,2942,256,1572,197
4992,fctype4992,11,297,2947,247,1601,190
4993,fctype4993,13,298,2953,242,1630,184
4994,fctype4994,15,305,2960,228,1660,176
4995,fctype4995,15,316,2967,218,1689,181
4996,fctype4996,11,335,2971,210,1718,195
4997,fctype4997,8,12,2972,180,1747,212
4998,fctype4998,10,53,2969,150,1777,226
4999,fctype4999,10,63,2963,120,1806,229
5000,fctype5000,8,66,2959,90,1836,228
5001,fctype5001,6,73,2956,60,1865,228
5002,fctype5002,6,77,2953,30,1895,228
5003,fctype5003,5,72,2949,0,1924,226
5004,fctype5004,4,320,2950,30,2012,210
5005,fctype5005,2,270,2951,60,2042,213
5006,fctype5006,3,180,2953,90,2072,220
5007,fctype5007,5,131,2951,120,2101,229
5008,fctype5008,8,114,2948,95,2131,233
5009,fctype5009,9,109,2943,67,2160,236
5010,fctype5010,9,109,2938,42,2190,236
5011,fctype5011,9,99,2933,30,2219,235
5012,fctype5012,15,76,2922,30,2279,237
5013,fctype5013,16,74,2913,0,2308,238
5014,fctype5014,14,72,2905,0,2337,235
5015,fctype5015,12,70,2899,0,2363,233
5016,fctype5016,11,72,2894,30,2389,233
5017,fctype5017,11,75,2888,30,2416,234
5018,fctype5018,12,77,2882,30,2442,235
5019,fctype5019,11,75,2875,42,2469,234
5020,fctype5020,10,63,2870,30,2496,229
5021,fctype5021,7,25,2866,0,2522,217
5022,fctype5022,9,328,2867,30,2549,199
5023,fctype5023,12,306,2871,0,2576,186
5024,fctype5024,16,293,2878,0,2603,175
5025,fctype5025,20,285,2887,30,2630,161
5026,fctype5026,24,278,2899,30,2657,147
5027,fctype5027,27,273,2914,42,2684,139
5028,fctype5028,29,271,2929,67,2711,133
5029,fctype5029,29,272,2946,85,2739,130
5030,fctype5030,27,276,2963,108,2764,137
5031,fctype5031,24,282,2978,134,2777,146
5032,fctype5032,21,290,2990,162,2791,157
5033,fctype5033,18,300,3000,190,2804,168
5034,fctype5034,17,304,3006,212,2817,172
5035,fctype5035,16,304,3014,234,2831,174
5036,fctype5036,13,308,3020,255,2844,184
5037,fctype5037,11,304,3025,277,2858,190
5038,fctype5038,9,302,3030,300,2871,195
5039,fctype5039,5,323,3033,324,2885,208
5040,fctype5040,4,35,3033,350,2899,219
5041,fctype5041,5,45,3031,376,2914,221
5042,fctype5042,6,29,3029,402,2928,218
5043,fctype5043,7,10,3028,430,2943,213
5044,fctype5044,7,350,3028,457,2958,208
5045,fctype5045,5,357,3029,484,2974,212
5046,fctype5046,5,57,3028,510,2989,223
5047,fctype5047,7,75,3024,537,3005,229
5048,fctype5048,8,61,3020,525,3021,227
5049,fctype5049,9,41,3017,499,3037,221
5050,fctype5050,10,18,3014,474,3054,213
5051,fctype5051,10,351,3016,426,3081,203
5052,fctype5052,10,25,3016,404,3092,215
5053,fctype5053,14,49,3012,382,3104,225
5054,fctype5054,15,50,3005,361,3116,226
5055,fctype5055,14,45,2999,342,3128,223
5056,fctype5056,11,45,2994,324,3141,223
5057,fctype5057,9,41,2990,309,3154,221
5058,fctype5058,9,34,2988,295,3167,219
5059,fctype5059,8,24,2985,285,3180,216
5060,fctype5060,8,9,2984,277,3193,211
5061,fctype5061,12,355,2982,272,3134,201
5062,fctype5062,14,348,2984,277,3105,193
5063,fctype5063,16,348,2985,285,3075,187
5064,fctype5064,17,344,2987,295,3045,183
5065,fctype5065,16,338,2990,309,3015,183
5066,fctype5066,15,324,2994,324,2985,181
5067,fctype5067,14,308,3000,342,2955,180
5068,fctype5068,11,299,3007,361,2925,190
5069,fctype5069,6,294,3010,382,2896,204
5070,fctype5070,2,306,3012,404,2866,213
5071,fctype5071,1,329,3012,450,2806,215
5072,fctype5072,2,304,3013,474,2776,214
5073,fctype5073,2,264,3014,499,2746,214
5074,fctype5074,2,259,3015,525,2717,213
5075,fctype5075,1,270,3016,551,2687,216
5076,fctype5076,1,149,3016,531,2657,221
5077,fctype5077,4,167,3015,509,2627,223
5078,fctype5078,8,178,3015,488,2597,224
5079,fctype5079,12,166,3015,467,2568,230
5080,fctype5080,14,149,3012,446,2538,238
5081,fctype5081,15,138,3007,418,2508,242
5082,fctype5082,14,132,3001,390,2478,242
5083,fctype5083,13,122,2996,362,2448,242
5084,fctype5084,16,107,2989,335,2419,245
5085,fctype5085,18,103,2980,309,2389,247
5086,fctype5086,19,105,2970,283,2359,249
5087,fctype5087,19,107,2959,258,2329,248
5088,fctype5088,16,112,2950,234,2300,246
5089,fctype5089,15,121,2943,212,2270,244
5090,fctype5090,11,57,2999,391,150,228
5091,fctype5091,11,84,2994,366,162,235
5092,fctype5092,13,107,2987,342,175,241
5093,fctype5093,13,120,2981,319,192,241
5094,fctype5094,8,152,2976,297,212,230
5095,fctype5095,20,66,2423,402,836,235
5096,fctype5096,22,67,2412,382,864,235
5097,fctype5097,21,68,2401,361,892,236
5098,fctype5098,21,70,2389,342,920,238
5099,fctype5099,21,71,2379,324,949,238
5100,fctype5100,20,75,2369,309,977,240
5101,fctype5101,16,83,2358,295,1006,241
5102,fctype5102,3,146,2350,285,1034,224
5103,fctype5103,11,218,2357,270,1063,208
5104,fctype5104,13,170,2360,240,1092,229
5105,fctype5105,25,128,2344,180,1150,251
5106,fctype5106,24,131,2332,150,1179,250
5107,fctype5107,22,135,2323,120,1208,248
5108,fctype5108,20,139,2314,90,1237,246
5109,fctype5109,20,132,2310,60,1266,248
5110,fctype5110,24,124,2298,30,1295,252
5111,fctype5111,17,133,2287,0,1324,245
5112,fctype5112,10,266,2288,30,1383,195
5113,fctype5113,13,279,2295,60,1412,184
5114,fctype5114,15,292,2301,90,1442,176
5115,fctype5115,17,308,2310,120,1471,173
5116,fctype5116,9,350,2326,120,1559,203
5117,fctype5117,8,353,2324,90,1561,206
5118,fctype5118,10,349,2326,60,1531,202
5119,fctype5119,14,311,2327,0,1441,180
5120,fctype5120,22,291,2336,30,1411,153
5121,fctype5121,26,288,2352,42,1381,137
5122,fctype5122,25,289,2366,67,1351,141
5123,fctype5123,21,292,2379,95,1321,155
5124,fctype5124,18,297,2388,124,1291,168
5125,fctype5125,13,306,2396,134,1261,182
5126,fctype5126,10,347,2401,150,1231,201
5127,fctype5127,14,359,2398,170,1201,199
5128,fctype5128,16,310,2400,234,1112,174
5129,fctype5129,21,286,2411,255,1082,157
5130,fctype5130,21,279,2424,277,1052,157
5131,fctype5131,20,275,2436,297,1022,163
5132,fctype5132,18,269,2446,277,992,171
5133,fctype5133,16,262,2454,255,962,180
5134,fctype5134,16,257,2461,234,932,180
5135,fctype5135,16,246,2471,216,902,185
5136,fctype5136,13,216,2477,201,872,207
5137,fctype5137,13,181,2478,190,842,224
5138,fctype5138,15,146,2477,182,812,240
5139,fctype5139,18,106,2460,162,752,248
5140,fctype5140,19,96,2450,150,722,247
5141,fctype5141,20,96,2439,127,693,248
5142,fctype5142,20,103,2428,108,663,249
5143,fctype5143,23,106,2419,95,633,252
5144,fctype5144,24,104,2404,90,603,252
5145,fctype5145,22,102,2391,85,573,250
5146,fctype5146,21,102,2380,67,543,250
5147,fctype5147,22,104,2369,60,514,250
5148,fctype5148,20,106,2357,42,484,249
5149,fctype5149,17,102,2349,30,454,246
5150,fctype5150,14,90,2338,30,424,241
5151,fctype5151,12,58,2326,30,365,228
5152,fctype5152,12,52,2321,30,335,226
5153,fctype5153,26,304,2453,240,175,138
5154,fctype5154,24,312,2475,300,127,149
5155,fctype5155,21,316,2483,330,108,161
5156,fctype5156,14,323,2491,342,95,185
5157,fctype5157,8,340,2492,319,90,204
5158,fctype5158,5,17,2492,297,90,216
5159,fctype5159,4,63,2490,277,95,224
5160,fctype5160,6,79,2488,258,108,228
5161,fctype5161,6,54,2483,242,124,224
5162,fctype5162,6,9,2483,228,134,213
5163,fctype5163,8,21,2483,218,150,215
5164,fctype5164,10,39,2480,212,162,221
5165,fctype5165,9,24,2475,210,175,215
5166,fctype5166,8,355,2475,218,234,207
5167,fctype5167,10,317,2477,228,258,193
5168,fctype5168,14,301,2482,242,277,180
5169,fctype5169,15,300,2489,258,277,177
5170,fctype5170,17,302,2497,277,258,171
5171,fctype5171,16,305,2504,297,242,175
5172,fctype5172,13,300,2510,319,228,183
5173,fctype5173,10,288,2517,342,218,193
5174,fctype5174,7,280,2520,366,212,201
5175,fctype5175,6,290,2524,379,210,202
5176,fctype5176,7,297,2527,351,210,201
5177,fctype5177,8,284,2530,323,210,198
5178,fctype5178,6,274,2535,295,212,203
5179,fctype5179,11,100,2534,242,201,238
5180,fctype5180,11,91,2526,216,190,237
5181,fctype5181,10,70,2522,192,182,231
5182,fctype5182,12,59,2517,170,180,229
5183,fctype5183,10,38,2511,150,180,220
5184,fctype5184,12,14,2510,134,180,209
5185,fctype5185,13,357,2508,124,180,198
5186,fctype5186,14,341,2511,120,182,191
5187,fctype5187,12,336,2513,120,190,193
5188,fctype5188,11,326,2517,124,201,193
5189,fctype5189,10,319,2519,134,216,194
5190,fctype5190,5,342,2523,134,234,209
5191,fctype5191,5,79,2521,108,255,226
5192,fctype5192,4,112,2516,85,277,227
5193,fctype5193,5,105,2517,67,297,228
5194,fctype5194,7,79,2514,42,319,230
5195,fctype5195,8,69,2510,30,339,229
5196,fctype5196,6,51,2505,0,361,223
5197,fctype5197,6,16,2505,0,384,215
5198,fctype5198,7,329,2507,60,433,204
5199,fctype5199,4,320,2507,85,458,210
5200,fctype5200,3,94,2508,108,484,224
5201,fctype5201,12,99,2506,134,510,240
5202,fctype5202,19,101,2496,162,537,248
5203,fctype5203,23,110,2485,190,564,252
5204,fctype5204,26,113,2471,218,591,254
5205,fctype5205,26,110,2457,242,618,253
5206,fctype5206,25,106,2443,212,646,253
5207,fctype5207,25,106,2429,182,674,253
5208,fctype5208,22,102,2416,153,696,251
5209,fctype5209,20,89,2403,124,693,245
5210,fctype5210,18,68,2392,95,691,236
5211,fctype5211,19,48,2384,67,690,224
5212,fctype5212,18,32,2378,42,690,213
5213,fctype5213,16,19,2376,30,691,207
5214,fctype5214,17,342,2374,30,696,183
5215,fctype5215,23,324,2379,60,700,155
5216,fctype5216,29,321,2390,85,706,134
5217,fctype5217,30,328,2401,108,713,134
5218,fctype5218,29,335,2409,127,721,141
5219,fctype5219,29,335,2416,150,731,142
5220,fctype5220,30,331,2423,170,741,135
5221,fctype5221,28,337,2432,192,752,149
5222,fctype5222,19,354,2435,212,765,184
5223,fctype5223,12,27,2434,256,780,215
5224,fctype5224,16,27,2429,268,780,212
5225,fctype5225,17,358,2426,242,781,193
5226,fctype5226,20,43,2419,170,789,220
5227,fctype5227,22,36,2401,127,800,212
5228,fctype5228,18,31,2396,108,808,213
5229,fctype5229,15,39,2392,85,811,219
5230,fctype5230,19,58,2386,67,812,230
5231,fctype5231,25,70,2362,42,819,238
5232,fctype5232,22,64,2347,30,824,234
5233,fctype5233,17,38,2339,0,830,218
5234,fctype5234,18,342,2337,0,837,179
5235,fctype5235,26,328,2346,30,845,149
5236,fctype5236,27,337,2353,60,854,151
5237,fctype5237,26,351,2357,90,864,164
5238,fctype5238,25,348,2356,120,875,166
5239,fctype5239,24,321,2362,150,858,153
5240,fctype5240,26,300,2373,180,841,138
5241,fctype5241,29,291,2388,210,824,127
5242,fctype5242,29,295,2405,240,808,125
5243,fctype5243,28,312,2434,300,778,133
5244,fctype5244,24,326,2443,330,765,153
5245,fctype5245,22,330,2449,360,752,163
5246,fctype5246,20,333,2455,362,741,170
5247,fctype5247,16,322,2464,335,721,178
5248,fctype5248,13,306,2470,323,713,183
5249,fctype5249,8,302,2476,313,706,199
5250,fctype5250,0,45,2476,306,700,218
5251,fctype5251,3,135,2475,301,696,224
5252,fctype5252,3,95,2474,300,693,224
5253,fctype5253,9,80,2472,300,691,233
5254,fctype5254,15,86,2465,300,690,241
5255,fctype5255,17,88,2456,272,691,243
5256,fctype5256,19,87,2446,242,693,244
5257,fctype5257,18,80,2435,212,696,241
5258,fctype5258,18,75,2426,182,700,239
5259,fctype5259,20,73,2414,153,706,239
5260,fctype5260,16,65,2404,124,713,233
5261,fctype5261,16,64,2401,95,721,233
5262,fctype5262,23,75,2391,67,731,240
5263,fctype5263,12,66,2366,30,752,232
5264,fctype5264,7,259,2369,30,778,203
5265,fctype5265,14,239,2371,60,793,194
5266,fctype5266,22,239,2382,90,808,175
5267,fctype5267,20,230,2393,120,824,184
5268,fctype5268,15,200,2398,150,841,213
5269,fctype5269,15,178,2397,175,858,225
5270,fctype5270,14,185,2397,201,876,222
5271,fctype5271,12,186,2397,228,895,222
5272,fctype5272,10,198,2398,256,914,217
5273,fctype5273,11,211,2401,285,934,211
5274,fctype5274,10,225,2403,313,955,206
5275,fctype5275,6,261,2409,342,976,205
5276,fctype5276,4,315,2412,371,983,209
5277,fctype5277,3,4,2411,400,953,215
5278,fctype5278,6,336,2410,430,924,207
5279,fctype5279,9,298,2421,488,866,194
5280,fctype5280,2,276,2425,518,837,213
5281,fctype5281,5,108,2421,547,808,229
5282,fctype5282,7,102,2417,577,779,232
5283,fctype5283,5,90,2414,607,750,228
5284,fctype5284,2,45,2413,636,721,220
5285,fctype5285,2,354,2415,618,693,215
5286,fctype5286,5,45,2415,591,664,221
5287,fctype5287,4,25,2410,564,636,218
5288,fctype5288,8,61,2409,510,579,227
5289,fctype5289,8,27,2405,484,552,217
5290,fctype5290,7,34,2404,457,524,219
5291,fctype5291,8,74,2400,430,497,230
5292,fctype5292,12,96,2397,402,470,239
5293,fctype5293,19,98,2390,376,443,247
5294,fctype5294,25,96,2377,350,417,250
5295,fctype5295,26,93,2361,324,391,250
5296,fctype5296,25,95,2347,300,366,250
5297,fctype5297,26,102,2332,277,342,252
5298,fctype5298,26,109,2318,255,319,253
5299,fctype5299,21,113,2294,212,277,251
5300,fctype5300,20,110,2285,192,255,250
5301,fctype5301,20,104,2274,170,234,249
5302,fctype5302,18,98,2265,150,212,247
5303,fctype5303,2,326,3374,153,4362,215
5304,fctype5304,2,34,3374,162,4334,219
5305,fctype5305,5,79,3373,175,4306,226
5306,fctype5306,7,90,3369,192,4279,231
5307,fctype5307,3,72,3363,216,4223,223
5308,fctype5308,3,34,3362,192,4195,219
5309,fctype5309,6,24,3361,170,4168,217
5310,fctype5310,11,33,3360,150,4140,218
5311,fctype5311,17,33,3355,120,4113,214
5312,fctype5312,20,21,3350,90,4085,203
5313,fctype5313,32,317,3408,210,3784,121
5314,fctype5314,27,328,3418,240,3757,146
5315,fctype5315,22,338,3424,270,3730,167
5316,fctype5316,21,99,3114,301,2467,249
5317,fctype5317,16,101,3104,272,2444,245
5318,fctype5318,13,103,3097,242,2422,242
5319,fctype5319,12,110,3090,212,2399,240
5320,fctype5320,14,113,3085,182,2377,244
5321,fctype5321,17,112,3076,153,2356,247
5322,fctype5322,19,109,3068,124,2334,249
5323,fctype5323,8,11,3018,30,2188,211
5324,fctype5324,13,345,3019,42,2167,195
5325,fctype5325,17,335,3022,67,2148,180
5326,fctype5326,20,331,3027,90,2128,169
5327,fctype5327,21,344,3032,60,2109,173
5328,fctype5328,23,358,3033,30,2090,178
5329,fctype5329,16,349,3033,30,2034,189
5330,fctype5330,11,318,3036,42,2016,191
5331,fctype5331,12,299,3041,67,1998,187
5332,fctype5332,14,298,3047,85,1981,181
5333,fctype5333,17,295,3054,108,1964,170
5334,fctype5334,22,289,3064,134,1947,153
5335,fctype5335,24,288,3077,162,1931,147
5336,fctype5336,25,289,3089,190,1914,144
5337,fctype5337,25,294,3103,216,1899,143
5338,fctype5338,26,298,3114,242,1883,140
5339,fctype5339,28,298,3128,268,1868,131
5340,fctype5340,24,305,3142,295,1853,147
5341,fctype5341,20,310,3150,323,1839,161
5342,fctype5342,20,305,3159,351,1825,160
5343,fctype5343,23,299,3168,379,1811,149
5344,fctype5344,26,298,3181,408,1798,139
5345,fctype5345,24,306,3194,437,1784,147
5346,fctype5346,23,317,3203,466,1771,154
5347,fctype5347,25,314,3211,495,1758,144
5348,fctype5348,30,302,3223,524,1745,122
5349,fctype5349,32,293,3241,537,1733,115
5350,fctype5350,26,290,3258,510,1722,139
5351,fctype5351,21,288,3269,484,1710,157
5352,fctype5352,20,290,3280,458,1699,161
5353,fctype5353,12,309,3289,433,1689,186
5354,fctype5354,8,358,3290,408,1679,208
5355,fctype5355,11,325,3290,361,1661,192
5356,fctype5356,9,330,3296,339,1652,198
5357,fctype5357,12,48,3295,319,1645,224
5358,fctype5358,16,58,3286,297,1637,230
5359,fctype5359,11,38,3280,277,1630,220
5360,fctype5360,10,16,3279,258,1624,211
5361,fctype5361,14,15,3277,242,1618,207
5362,fctype5362,22,358,3273,218,1608,180
5363,fctype5363,23,347,3276,212,1604,171
5364,fctype5364,19,352,3279,210,1600,184
5365,fctype5365,4,11,3278,228,1583,216
5366,fctype5366,7,108,3276,242,1554,232
5367,fctype5367,11,135,3271,258,1524,237
5368,fctype5368,13,151,3268,277,1495,236
5369,fctype5369,14,154,3264,297,1465,236
5370,fctype5370,15,153,3261,319,1436,237
5371,fctype5371,16,145,3257,342,1406,241
5372,fctype5372,17,139,3251,366,1377,243
5373,fctype5373,15,144,3245,391,1347,240
5374,fctype5374,15,137,3242,417,1318,242
5375,fctype5375,21,123,3234,391,1289,250
5376,fctype5376,24,121,3222,366,1259,252
5377,fctype5377,23,123,3211,342,1230,251
5378,fctype5378,21,121,3201,319,1201,250
5379,fctype5379,16,123,3191,297,1172,246
5380,fctype5380,12,137,3186,277,1142,239
5381,fctype5381,14,141,3182,258,1113,240
5382,fctype5382,19,129,3177,242,1084,248
5383,fctype5383,20,131,3166,228,1055,247
5384,fctype5384,16,148,3161,218,1026,239
5385,fctype5385,17,149,3157,212,997,240
5386,fctype5386,17,144,3152,210,968,242
5387,fctype5387,14,152,3146,212,940,237
5388,fctype5388,11,165,3145,218,911,230
5389,fctype5389,14,143,3143,228,882,239
5390,fctype5390,20,123,3136,242,854,249
5391,fctype5391,23,111,3125,256,825,252
5392,fctype5392,23,98,3112,268,797,250
5393,fctype5393,26,86,3099,283,769,247
5394,fctype5394,29,80,3082,295,741,243
5395,fctype5395,22,77,3067,300,713,241
5396,fctype5396,18,83,3059,300,685,242
5397,fctype5397,21,89,3048,301,658,246
5398,fctype5398,22,92,3036,306,631,248
5399,fctype5399,24,94,3024,313,604,249
5400,fctype5400,30,93,3009,323,577,250
5401,fctype5401,27,90,2988,335,551,249
5402,fctype5402,21,87,2978,350,525,245
5403,fctype5403,23,83,2967,360,499,245
5404,fctype5404,25,78,2953,360,474,243
5405,fctype5405,23,73,2940,351,450,239
5406,fctype5406,22,69,2929,342,420,237
5407,fctype5407,20,67,2917,335,390,236
5408,fctype5408,18,64,2908,331,360,233
5409,fctype5409,18,63,2900,301,330,233
5410,fctype5410,17,65,2891,272,300,234
5411,fctype5411,17,67,2883,242,270,235
5412,fctype5412,18,69,2874,212,240,236
5413,fctype5413,17,68,2865,182,210,235
5414,fctype5414,18,69,2857,153,180,236
5415,fctype5415,18,70,2847,124,150,237
5416,fctype5416,18,72,2838,95,120,238
5417,fctype5417,2,236,3005,134,902,216
5418,fctype5418,12,111,3003,108,930,240
5419,fctype5419,22,108,2993,85,959,251
5420,fctype5420,25,106,2979,67,987,253
5421,fctype5421,21,104,2965,42,1015,250
5422,fctype5422,14,101,2956,30,1044,243
5423,fctype5423,5,90,2950,0,1072,227
5424,fctype5424,3,286,2951,30,1101,210
5425,fctype5425,6,277,2954,60,1129,205
5426,fctype5426,2,225,2959,108,1187,216
5427,fctype5427,2,157,2958,127,1216,221
5428,fctype5428,1,153,2958,150,1245,220
5429,fctype5429,0,135,2958,170,1273,219
5430,fctype5430,1,72,2958,192,1302,219
5431,fctype5431,2,79,2958,216,1332,222
5432,fctype5432,2,67,2956,242,1361,221
5433,fctype5433,2,8,2956,268,1390,217
5434,fctype5434,3,34,2956,295,1419,219
5435,fctype5435,6,54,2954,283,1448,224
5436,fctype5436,9,56,2950,268,1477,226
5437,fctype5437,8,36,2946,256,1507,220
5438,fctype5438,9,352,2944,242,1536,205
5439,fctype5439,10,328,2947,228,1565,195
5440,fctype5440,11,310,2950,218,1595,190
5441,fctype5441,14,296,2956,212,1624,180
5442,fctype5442,16,294,2964,201,1653,175
5443,fctype5443,12,302,2972,190,1683,186
5444,fctype5444,6,331,2975,182,1712,205
5445,fctype5445,5,41,2975,180,1742,221
5446,fctype5446,9,67,2971,153,1771,229
5447,fctype5447,10,66,2966,124,1800,230
5448,fctype5448,9,67,2961,95,1830,229
5449,fctype5449,8,74,2957,67,1860,230
5450,fctype5450,6,74,2953,42,1889,228
5451,fctype5451,5,61,2951,30,1919,224
5452,fctype5452,3,31,2949,30,1948,219
5453,fctype5453,1,301,2950,30,1978,215
5454,fctype5454,2,188,2951,42,2007,219
5455,fctype5455,4,170,2950,67,2037,223
5456,fctype5456,6,166,2949,95,2067,225
5457,fctype5457,6,151,2948,108,2096,228
5458,fctype5458,7,124,2946,85,2126,233
5459,fctype5459,8,106,2942,60,2155,235
5460,fctype5460,7,86,2937,30,2185,230
5461,fctype5461,7,56,2934,0,2215,225
5462,fctype5462,11,56,2931,0,2244,227
5463,fctype5463,15,61,2925,0,2270,231
5464,fctype5464,17,58,2917,0,2296,230
5465,fctype5465,17,55,2909,30,2322,228
5466,fctype5466,15,57,2902,30,2349,229
5467,fctype5467,13,63,2896,42,2375,231
5468,fctype5468,13,67,2890,60,2402,232
5469,fctype5469,13,67,2884,60,2429,232
5470,fctype5470,12,60,2878,67,2455,229
5471,fctype5471,10,41,2873,42,2482,221
5472,fctype5472,10,334,2872,0,2536,197
5473,fctype5473,12,313,2876,30,2563,187
5474,fctype5474,15,299,2881,0,2590,176
5475,fctype5475,19,287,2890,0,2617,164
5476,fctype5476,22,279,2901,0,2644,154
5477,fctype5477,26,274,2914,30,2672,142
5478,fctype5478,29,273,2930,42,2699,131
5479,fctype5479,30,274,2948,67,2726,127
5480,fctype5480,29,275,2965,95,2754,132
5481,fctype5481,25,279,2980,124,2781,142
5482,fctype5482,22,284,2993,150,2809,155
5483,fctype5483,18,293,3003,170,2831,167
5484,fctype5484,17,300,3011,192,2844,171
5485,fctype5485,16,306,3019,212,2858,174
5486,fctype5486,13,315,3025,234,2871,185
5487,fctype5487,11,318,3028,258,2885,191
5488,fctype5488,9,317,3032,283,2898,195
5489,fctype5489,6,343,3035,309,2912,208
5490,fctype5490,5,37,3034,335,2926,220
5491,fctype5491,4,41,3032,362,2940,220
5492,fctype5492,4,16,3032,390,2955,216
5493,fctype5493,5,8,3031,417,2969,214
5494,fctype5494,5,352,3031,443,2984,211
5495,fctype5495,5,18,3032,470,3000,216
5496,fctype5496,7,57,3029,497,3015,225
5497,fctype5497,7,56,3026,524,3031,225
5498,fctype5498,7,42,3023,541,3046,222
5499,fctype5499,8,30,3021,516,3062,218
5500,fctype5500,8,13,3019,492,3079,212
5501,fctype5501,8,352,3019,469,3095,206
5502,fctype5502,7,358,3020,446,3109,209
5503,fctype5503,8,40,3019,424,3120,221
5504,fctype5504,11,62,3015,404,3132,230
5505,fctype5505,12,64,3009,384,3144,231
5506,fctype5506,12,63,3004,366,3156,230
5507,fctype5507,10,60,2998,350,3168,228
5508,fctype5508,8,47,2994,335,3181,223
5509,fctype5509,7,37,2991,323,3194,220
5510,fctype5510,7,23,2989,313,3207,216
5511,fctype5511,9,355,2988,301,3191,206
5512,fctype5512,10,357,2989,300,3162,204
5513,fctype5513,12,349,2989,301,3132,197
5514,fctype5514,15,339,2991,306,3102,185
5515,fctype5515,18,341,2995,313,3072,179
5516,fctype5516,19,347,2998,323,3042,181
5517,fctype5517,17,349,2999,335,3012,186
5518,fctype5518,14,339,3001,350,2982,188
5519,fctype5519,11,322,3005,366,2952,193
5520,fctype5520,7,304,3008,384,2922,200
5521,fctype5521,4,297,3011,404,2893,208
5522,fctype5522,1,315,3012,424,2863,215
5523,fctype5523,0,45,3012,446,2833,218
5524,fctype5524,1,252,3012,469,2803,217
5525,fctype5525,1,207,3013,492,2773,218
5526,fctype5526,2,207,3012,516,2743,218
5527,fctype5527,4,225,3014,541,2713,215
5528,fctype5528,3,198,3016,534,2684,218
5529,fctype5529,4,145,3015,511,2654,225
5530,fctype5530,6,138,3013,488,2624,230
5531,fctype5531,9,151,3010,467,2594,231
5532,fctype5532,12,155,3008,446,2564,234
5533,fctype5533,13,149,3005,424,2534,237
5534,fctype5534,13,141,3001,404,2505,238
5535,fctype5535,11,131,2996,379,2475,238
5536,fctype5536,10,118,2992,351,2445,238
5537,fctype5537,14,103,2987,323,2415,242
5538,fctype5538,18,97,2978,295,2385,246
5539,fctype5539,20,97,2967,268,2356,248
5540,fctype5540,18,99,2957,242,2326,247
5541,fctype5541,16,103,2948,216,2296,245
5542,fctype5542,15,106,2940,192,2266,244
5543,fctype5543,14,52,3008,402,162,226
5544,fctype5544,14,67,3003,376,175,233
5545,fctype5545,15,84,2995,350,190,240
5546,fctype5546,14,89,2986,324,201,240
5547,fctype5547,12,86,2978,300,216,237
5548,fctype5548,6,99,2972,277,234,230
5549,fctype5549,7,135,2973,255,255,231
5550,fctype5550,21,69,2406,339,882,237
5551,fctype5551,22,68,2395,319,911,236
5552,fctype5552,22,72,2384,300,940,239
5553,fctype5553,22,80,2372,283,968,243
5554,fctype5554,19,87,2360,268,997,245
5555,fctype5555,9,114,2352,256,1026,235
5556,fctype5556,11,175,2351,247,1055,226
5557,fctype5557,24,145,2344,210,1113,245
5558,fctype5558,25,134,2334,180,1142,250
5559,fctype5559,23,131,2324,150,1172,250
5560,fctype5560,19,131,2315,120,1201,247
5561,fctype5561,13,132,2307,90,1230,241
5562,fctype5562,14,110,2302,60,1259,243
5563,fctype5563,20,96,2291,30,1289,248
5564,fctype5564,11,101,2280,0,1318,239
5565,fctype5565,13,269,2288,42,1377,185
5566,fctype5566,17,285,2296,67,1406,171
5567,fctype5567,20,296,2305,95,1436,159
5568,fctype5568,21,307,2316,124,1465,158
5569,fctype5569,19,318,2324,153,1495,168
5570,fctype5570,14,332,2330,153,1524,188
5571,fctype5571,11,354,2330,124,1554,201
5572,fctype5572,12,353,2331,95,1563,199
5573,fctype5573,13,346,2332,67,1533,195
5574,fctype5574,13,358,2334,42,1503,199
5575,fctype5575,15,357,2332,30,1473,196
5576,fctype5576,19,297,2342,0,1413,163
5577,fctype5577,24,276,2355,30,1383,149
5578,fctype5578,24,270,2370,60,1353,151
5579,fctype5579,12,294,2398,108,1263,186
5580,fctype5580,10,319,2401,127,1233,194
5581,fctype5581,16,353,2407,170,1173,191
5582,fctype5582,16,336,2406,212,1114,184
5583,fctype5583,18,270,2423,255,1054,172
5584,fctype5584,18,250,2442,258,994,178
5585,fctype5585,16,245,2452,234,964,185
5586,fctype5586,16,239,2459,212,934,189
5587,fctype5587,16,227,2467,192,904,196
5588,fctype5588,13,206,2471,175,875,211
